CODIGO;NOMBRE;DIRECCION;POBLACION;NIF;CODIPOS;TELEFONO;PROVINCIA;FPAGO;IMP;DTO;TARIFA;ABONO;PAIS;NACIMIENTO
299;Nombre 286;Calle 286;Madrid;X-1521;28009;**345939;Madrid;;;;;;España;09/08/1970
300;Nombre 287;Calle 287;Melilla;X-1522;;**345940;Melilla;;;;;;España;01/05/1959
301;Nombre 288;Calle 288;Olvega;X-1523;;**345941;Soria;;;;;;España;25/03/1961
302;Nombre 289;Calle 289;Alcalá de Henares;X-1524;;**345942;Madrid;;;;;;España;07/05/1965
303;Nombre 290;Calle 290;Madrid;X-1525;28009;**345943;Madrid;;;;;;España;04/08/1978
304;Nombre 291;Calle 291;Castelldefels;X-1526;;**345944;Barcelona;;;;;;España;11/03/1977
305;Nombre 292;Calle 292;BURGOS;X-1527;;**345945;BURGOS;;;;;;España;23/01/1957
306;Nombre 293;Calle 293;ZARAGOZA;X-1528;;**345946;ZARAGOZA;;;;;;España;09/05/1951
308;Nombre 294;Calle 294;Alfafar;X-1529;;**345947;Valencia;;;;;;España;16/12/1958
309;Nombre 295;Calle 295;Madrid;X-1530;28009;**345948;Madrid;;;;;;España;23/04/1962
310;Nombre 296;Calle 296;Barcelona;X-1531;;**345949;Barcelona;;;;;;España;20/09/1931
311;Nombre 297;Calle 297;Viladecans;X-1532;;**345950;Barcelona;;;;;;España;05/08/1974
312;Nombre 298;Calle 298;Alcalá de Henares;X-1533;;**345951;Madrid;;;;;;España;30/05/1975
313;Nombre 299;Calle 299;Barcelona;X-1534;;**345952;Barcelona;;;;;;España;23/04/1956
314;Nombre 300;Calle 300;Valencia;X-1535;;**345953;Valencia;;;;;;España;15/06/1976
315;Nombre 301;Calle 301;Madrid;X-1536;;**345954;Madrid;;;;;;España;12/11/1950
316;Nombre 302;Calle 302;Madrid;X-1537;;**345955;MADRID;;;;;;España;14/11/1967
317;Nombre 303;Calle 303;Andilla;X-1538;;**345956;Valencia;;;;;;España;
318;Nombre 304;Calle 304;Madrid;X-1539;28009;**345957;Madrid;;;;;;España;10/06/1973
319;Nombre 305;Calle 305;Madrid;X-1540;28009;**345958;Madrid;;;;;;España;18/12/1960
320;Nombre 306;Calle 306;Tres  Cantos;X-1541;;**345959;Madrid;;;;;;España;16/12/1947
321;Nombre 307;Calle 307;Madrid;X-1542;28009;**345960;Madrid;;;;;;España;20/03/1952
322;Nombre 308;Calle 308;Madrid;X-1543;;**345961;MADRID;;;;;;España;17/02/1966
323;Nombre 309;Calle 309;Guadarrama;X-1544;;**345962;Madrid;;;;;;España;05/05/1976
324;Nombre 310;Calle 310;Madrid;X-1545;28009;**345963;Madrid;;;;;;España;15/02/1964
325;Nombre 311;Calle 311;Hondarribia;X-1546;;**345964;Guipuzcoa;;;;;;España;20/10/1946
326;Nombre 312;Calle 312;Madrid;X-1547;28009;**345965;Madrid;;;;;;España;08/04/1978
327;Nombre 313;Calle 313;Madrid;X-1548;28009;**345966;Madrid;;;;;;España;24/07/1957
328;Nombre 314;Calle 314;Guipúzcoa;X-1549;;**345967;Guipúzcoa;;;;;;España;12/03/1951
329;Nombre 315;Calle 315;Getxo;X-1550;;**345968;Vizcaya;;;;;;España;16/04/1965
330;Nombre 316;Calle 316;Sopelana;X-1551;;**345969;Vizcaya;;;;;;España;15/06/1966
331;Nombre 317;Calle 317;Madrid;X-1552;;**345970;Madrid;;;;;;España;18/05/1969
332;Nombre 318;Calle 318;Madrid;X-1553;;**345971;Madrid;;;;;;España;19/09/1954
333;Nombre 319;Calle 319;Madrid;X-1554;28009;**345972;Madrid;;;;;;España;03/03/1954
334;Nombre 320;Calle 320;GUADALAJARA;X-1555;;**345973;GUADALAJARA;;;;;;España;19/08/1953
335;Nombre 321;Calle 321;Guadalajara;X-1556;;**345974;Guadalajara;;;;;;España;08/05/1955
336;Nombre 322;Calle 322;;X-1557;;**345975;;;;;;;España;
337;Nombre 323;Calle 323;Madrid;X-1558;28009;**345976;Madrid;;;;;;España;
338;Nombre 324;Calle 324;VALENCIA;X-1559;;**345977;VALENCIA;;;;;;España;28/08/1967
339;Nombre 325;Calle 325;Madrid;X-1560;28009;**345978;Madrid;;;;;;España;03/02/1962
340;Nombre 326;Calle 326;BARCELONA;X-1561;;**345979;BARCELONA;;;;;;España;18/04/1970
341;Nombre 327;Calle 327;Llanes;X-1562;;**345980;Asturias;;;;;;España;18/01/1955
342;Nombre 328;Calle 328;CIUDAD REAL;X-1563;;**345981;Ciudad Real;;;;;;España;09/01/1958
343;Nombre 329;Calle 329;Tres Cantos;X-1564;;**345982;Madrid;;;;;;España;02/05/1948
344;Nombre 330;Calle 330;Vigo;X-1565;;**345983;Pontevedra;;;;;;España;13/03/1978
345;Nombre 331;Calle 331;Alicante;X-1566;;**345984;Alicante;;;;;;España;28/04/1970
346;Nombre 332;Calle 332;ALICANTE;X-1567;;**345985;ALICANTE;;;;;;España;18/09/1967
347;Nombre 333;Calle 333;Valencia;X-1568;;**345986;Valencia;;;;;;España;04/12/1971
348;Nombre 334;Calle 334;MOLINA;X-1569;;**345987;GUADALAJARA;;;;;;España;03/03/1959
349;Nombre 335;Calle 335;Valdemoro;X-1570;;**345988;Madrid;;;;;;España;22/09/1965
350;Nombre 336;Calle 336;Fuenlabrada;X-1571;;**345989;Madrid;;;;;;España;17/04/1973
351;Nombre 337;Calle 337;Valdemoro;X-1572;;**345990;Madrid;;;;;;España;
352;Nombre 338;Calle 338;TOLEDO;X-1573;;**345991;TOLEDO;;;;;;España;15/04/1952
353;Nombre 339;Calle 339;Casas de Guijarro;X-1574;;**345992;Cuenca;;;;;;España;18/08/1972
354;Nombre 340;Calle 340;Molins de Rei;X-1575;;**345993;Barcelona;;;;;;España;25/10/1973
355;Nombre 341;Calle 341;Madrid;X-1576;;**345994;Madrid;;;;;;España;25/08/1975
356;Nombre 342;Calle 342;VALDEMORO;X-1577;;**345995;MADRID;;;;;;España;16/12/1959
357;Nombre 343;Calle 343;ALCOLEA;X-1578;;**345996;BARCELONA;;;;;;España;18/04/1970
358;Nombre 344;Calle 344;Madrid;X-1579;;**345997;Madrid;;;;;;España;12/12/1946
360;Nombre 345;Calle 345;A CORUÑA;X-1580;;**345998;A CORUÑA;;;;;;España;02/06/1974
361;Nombre 346;Calle 346;A CORUÑA;X-1581;;**345999;A CORUÑA;;;;;;España;02/04/1984
362;Nombre 347;Calle 347;Madrid;X-1582;28009;**346000;Madrid;;;;;;España;20/08/1947
363;Nombre 348;Calle 348;Madrid;X-1583;;**346001;Madrid;;;;;;España;31/03/1963
364;Nombre 349;Calle 349;Madrid;X-1584;28009;**346002;Madrid;;;;;;España;
365;Nombre 350;Calle 350;SANTA CRUZ DE TENERIFE;X-1585;;**346003;SANTA CRUZ DE TENERIFE;;;;;;España;29/11/1962
366;Nombre 351;Calle 351;Madrid;X-1586;28009;**346004;Madrid;;;;;;España;05/06/1963
367;Nombre 352;Calle 352;Madrid;X-1587;28009;**346005;MADRID;;;;;;España;21/09/1965
368;Nombre 353;Calle 353;;X-1588;;**346006;;;;;;;España;
369;Nombre 354;Calle 354;Madrid;X-1589;;**346007;Madrid;;;;;;España;08/02/1954
370;Nombre 355;Calle 355;TOLEDO;X-1590;45003;**346008;TOLEDO;;;;;;España;
371;Nombre 356;Calle 356;CIUDAD REAL;X-1591;;**346009;CIUDAD REAL;;;;;;España;13/04/1951
372;Nombre 357;Calle 357;PUERTO LLANO;X-1592;;**346010;CIUDAD REAL;;;;;;España;29/12/1948
373;Nombre 358;Calle 358;Madrid;X-1593;;**346011;Madrid;;;;;;España;14/10/1972
374;Nombre 359;Calle 359;Alcobendas;X-1594;;**346012;Madrid;;;;;;España;30/09/1977
375;Nombre 360;Calle 360;VALENCIA;X-1595;;**346013;VALENCIA;;;;;;España;02/10/1954
376;Nombre 361;Calle 361;VALENCIA;X-1596;;**346014;VAJENCIA;;;;;;España;20/06/1957
377;Nombre 362;Calle 362;Madrid;X-1597;28009;**346015;Madrid;;;;;;España;09/09/1964
378;Nombre 363;Calle 363;Molina de Aragón;X-1598;;**346016;Guadalajara;;;;;;España;28/11/1978
379;Nombre 364;Calle 364;CIUDAD REAL;X-1599;;**346017;CIUDAD REAL;;;;;;España;17/02/1956
380;Nombre 365;Calle 365;San Isidro de Benageber;X-1600;;**346018;Valencia;;;;;;España;20/11/1959
381;Nombre 366;Calle 366;BARCELONA;X-1601;;**346019;BARCELONA;;;;;;España;24/03/1958
382;Nombre 367;Calle 367;Burriana;X-1602;;**346020;Castelló;;;;;;España;11/07/1975
383;Nombre 368;Calle 368;Madrid;X-1603;28009;**346021;Madrid;;;;;;España;29/07/1966
384;Nombre 369;Calle 369;TOLEDO;X-1604;;**346022;TOLEDO;;;;;;España;17/07/1963
385;Nombre 370;Calle 370;Alicante;X-1605;;**346023;Alicante;;;;;;España;24/07/1946
386;Nombre 371;Calle 371;Alcalá de Henares;X-1606;;**346024;Madrid;;;;;;España;04/03/1959
387;Nombre 372;Calle 372;Barcelona;X-1607;;**346025;Barcelona;;;;;;España;27/09/1958
388;Nombre 373;Calle 373;Madrid;X-1608;28009;**346026;Madrid;;;;;;España;13/03/1957
389;Nombre 374;Calle 374;Madrid;X-1609;28009;**346027;Madrid;;;;;;España;23/03/1960
390;Nombre 375;Calle 375;Madrid;X-1610;28009;**346028;Madrid;;;;;;España;04/09/1965
391;Nombre 376;Calle 376;Madrid;X-1611;;**346029;Madrid;;;;;;España;08/03/1961
392;Nombre 377;Calle 377;Fuenlabrada;X-1612;;**346030;Madrid;;;;;;España;06/06/1982
393;Nombre 378;Calle 378;Burgos;X-1613;;**346031;Burgos;;;;;;España;29/11/1950
394;Nombre 379;Calle 379;Coslada;X-1614;;**346032;Madrid;;;;;;España;30/05/1987
395;Nombre 380;Calle 380;Madrid;X-1615;28009;**346033;COLLADO VILLALBA;;;;;;España;02/11/1974
397;Nombre 381;Calle 381;Toledo;X-1616;45003;**346034;Toledo;;;;;;España;30/06/1972
398;Nombre 382;Calle 382;;X-1617;;**346035;;;;;;;España;
399;Nombre 383;Calle 383;Valdemoro;X-1618;;**346036;Madrid;;;;;;España;25/07/1982
400;Nombre 384;Calle 384;Zaragoza;X-1619;;**346037;Zaragoza;;;;;;España;11/02/1937
401;Nombre 385;Calle 385;ZARAGOZA;X-1620;;**346038;Zaragoza;;;;;;España;13/06/1974
402;Nombre 386;Calle 386;Madrid;X-1621;28009;**346039;Madrid;;;;;;España;31/03/1971
403;Nombre 387;Calle 387;Sos del Rey Catolico;X-1622;;**346040;Zaragoza;;;;;;España;08/05/1946
404;Nombre 388;Calle 388;Madrid;X-1623;28710;**346041;Madrid;;;;;;España;
405;Nombre 389;Calle 389;Madrid;X-1624;28009;**346042;Madrid;;;;;;España;03/04/1935
406;Nombre 390;Calle 390;ILLES BALEARS;X-1625;;**346043;ILLES BALEARS;;;;;;España;07/07/1963
407;Nombre 391;Calle 391;ILLES BALEARS;X-1626;;**346044;ILLES BALEARS;;;;;;España;28/12/1949
408;Nombre 392;Calle 392;Madrid;X-1627;28009;**346045;Madrid;;;;;;España;22/07/1971
409;Nombre 393;Calle 393;Fuenlabrada;X-1628;;**346046;Madrid;;;;;;España;27/06/1953
410;Nombre 394;Calle 394;Granada;X-1629;;**346047;Granada;;;;;;España;12/08/1974
412;Nombre 395;Calle 395;TOLEDO;X-1630;;**346048;TOLEDO;;;;;;;
413;Nombre 396;Calle 396;Moral de Calatrava;X-1631;;**346049;Ciudad Real;;;;;;España;07/03/1975
414;Nombre 397;Calle 397;Pinto;X-1632;;**346050;Madrid;;;;;;España;02/06/1969
415;Nombre 398;Calle 398;VIZCAYA;X-1633;;**346051;VIZCAYA;;;;;;España;21/04/1965
417;Nombre 399;Calle 399;Madrid;X-1634;28009;**346052;Madrid;;;;;;España;08/09/1980
418;Nombre 400;Calle 400;Madrid;X-1635;28009;**346053;Madrid;;;;;;España;
419;Nombre 401;Calle 401;VIZCAYA;X-1636;;**346054;VIZCAYA;;;;;;España;31/01/1964
420;Nombre 402;Calle 402;Madrid;X-1637;28009;**346055;Madrid;;;;;;España;10/05/1945
421;Nombre 403;Calle 403;Madrid;X-1638;;**346056;Madrid;;;;;;España;13/10/1977
422;Nombre 404;Calle 404;;X-1639;;**346057;;;;;;;;
423;Nombre 405;Calle 405;Martatene;X-1640;20014;**346058;San Sebastian;;;;;;España;01/11/1979
424;Nombre 406;Calle 406;BARCELONA;X-1641;;**346059;BARCELONA;;;;;;España;
426;Nombre 407;Calle 407;Madrid;X-1642;28009;**346060;Madrid;;;;;;;
427;Nombre 408;Calle 408;Madrid;X-1643;28009;**346061;Madrid;;;;;;;08/09/1975
428;Nombre 409;Calle 409;Madrid;X-1644;;**346062;Madrid;;;;;;;05/11/1952
429;Nombre 410;Calle 410;Madrid;X-1645;;**346063;Madrid;;;;;;;05/11/1952
430;Nombre 411;Calle 411;Madrid;X-1646;;**346064;Madrid;;;;;;;07/12/1968
431;Nombre 412;Calle 412;Valencia;X-1647;;**346065;Valencia;;;;;;;20/09/1968
432;Nombre 413;Calle 413;Valencia;X-1648;;**346066;Valencia;;;;;;;27/04/1969
433;Nombre 414;Calle 414;CATADAU;X-1649;;**346067;VALANCIA;;;;;;;02/05/1964
434;Nombre 415;Calle 415;VALENCIA;X-1650;;**346068;VALENCIA;;;;;;;07/04/1963
435;Nombre 416;Calle 416;La Guardia de Jaén;X-1651;;**346069;Jaén;;;;;;;24/03/1973
436;Nombre 417;Calle 417;Alicante;X-1652;;**346070;Alicante;;;;;;;31/01/1975
437;Nombre 418;Calle 418;Alicante;X-1653;;**346071;Alicante;;;;;;;22/08/1978
438;Nombre 419;Calle 419;COLLADO VILLALBA;X-1654;;**346072;Madrid;;;;;;;26/11/1952
439;Nombre 420;Calle 420;Badajoz;X-1655;;**346073;Badajoz;;;;;;;
440;Nombre 421;Calle 421;Madrid;X-1656;;**346074;Madrid;;;;;;España;30/03/1979
441;Nombre 422;Calle 422;SORIA;X-1657;;**346075;SORIA;;;;;;España;30/03/1966
442;Nombre 423;Calle 423;Madrid;X-1658;;**346076;Madrid;;;;;;España;24/11/1966
443;Nombre 424;Calle 424;Gijón;X-1659;;**346077;Asturias;;;;;;España;20/04/1966
444;Nombre 425;Calle 425;;X-1660;;**346078;;;;;;;España;
445;Nombre 426;Calle 426;SAN SEBASTIAN DE LOS REYES;X-1661;;**346079;Madrid;;;;;;España;
446;Nombre 427;Calle 427;TOLEDO;X-1662;;**346080;TOLEDO;;;;;;España;16/10/1968
447;Nombre 428;Calle 428;Leganes;X-1663;;**346081;Madrid;;;;;;España;17/02/1978
448;Nombre 429;Calle 429;GRANADA;X-1664;;**346082;GRANADA;;;;;;España;06/03/1974
449;Nombre 430;Calle 430;Madrid;X-1665;;**346083;Madrid;;;;;;España;15/02/1972
450;Nombre 431;Calle 431;SAN SEBASTIAN DE LOS REYES;X-1666;;**346084;Madrid;;;;;;España;29/03/1958
451;Nombre 432;Calle 432;Madrid;X-1667;28009;**346085;Madrid;;;;;;España;20/03/1960
452;Nombre 433;Calle 433;VALENCIA;X-1668;;**346086;VALENCIA;;;;;;España;17/07/1962
453;Nombre 434;Calle 434;MARTATENE;X-1669;;**346087;SAN SEBASTIAN;;;;;;España;
455;Nombre 435;Calle 435;Madrid;X-1670;28009;**346088;Madrid;;;;;;España;03/09/1962
456;Nombre 436;Calle 436;BAILEN;X-1671;;**346089;JAEN;;;;;;España;25/11/1976
457;Nombre 437;Calle 437;Madrid;X-1672;28009;**346090;Madrid;;;;;;España;25/06/1954
458;Nombre 438;Calle 438;Madrid;X-1673;28009;**346091;GETAFE;;;;;;España;27/06/1950
459;Nombre 439;Calle 439;BRUNETE;X-1674;28009;**346092;MADRID;;;;;;España;28/02/1959
460;Nombre 440;Calle 440;Nambroca;X-1675;;**346093;Toledo;;;;;;España;24/03/1943
461;Nombre 441;Calle 441;BETETA;X-1676;;**346094;CUENCA;;;;;;España;17/03/1956
462;Nombre 442;Calle 442;Madrid;X-1677;28009;**346095;Madrid;;;;;;España;27/03/1982
463;Nombre 443;Calle 443;VILLAVICIOSA DE ODON;X-1678;;**346096;MADIRD;;;;;;España;14/11/1975
464;Nombre 444;Calle 444;ALMOROX;X-1679;;**346097;TOLEDO;;;;;;España;21/02/1960
465;Nombre 445;Calle 445;Alcalá de Henares;X-1680;;**346098;Madrid;;;;;;España;29/10/1956
466;Nombre 446;Calle 446;Madrid;X-1681;;**346099;Madrid;;;;;;España;01/02/1967
467;Nombre 447;Calle 447;;X-1682;;**346100;;;;;;;España;
468;Nombre 448;Calle 448;UTERGA;X-1683;;**346101;NAVARRA;;;;;;España;07/07/1957
469;Nombre 449;Calle 449;TORREJON DE ARDOZ;X-1684;;**346102;Madrid;;;;;;España;15/10/1968
470;Nombre 450;Calle 450;Madrid;X-1685;28009;**346103;Madrid;;;;;;España;16/12/1954
471;Nombre 451;Calle 451;Madrid;X-1686;28009;**346104;Madrid;;;;;;España;08/11/1958
472;Nombre 452;Calle 452;;X-1687;;**346105;;;;;;;España;
473;Nombre 453;Calle 453;Madrid;X-1688;28009;**346106;Madrid;;;;;;España;22/04/1961
474;Nombre 454;Calle 454;Madrid;X-1689;;**346107;Madrid;;;;;;España;25/12/1949
475;Nombre 455;Calle 455;Madrid;X-1690;;**346108;Madrid;;;;;;España;15/07/1964
476;Nombre 456;Calle 456;Madrid;X-1691;28009;**346109;Madrid;;;;;;España;16/03/1978
477;Nombre 457;Calle 457;Madrid;X-1692;28009;**346110;Madrid;;;;;;España;05/06/1976
478;Nombre 458;Calle 458;Madrid;X-1693;;**346111;Madrid;;;;;;España;22/04/1974
479;Nombre 459;Calle 459;Tres Cantos;X-1694;;**346112;Madrid;;;;;;España;25/05/0191
480;Nombre 460;Calle 460;TRES CANTOS;X-1695;;**346113;Madrid;;;;;;España;15/04/1963
481;Nombre 461;Calle 461;Madrid;X-1696;28009;**346114;Madrid;;;;;;España;18/03/1971
482;Nombre 462;Calle 462;Madrid;X-1697;;**346115;Madrid;;;;;;España;04/11/1959
483;Nombre 463;Calle 463;Tres Cantos;X-1698;;**346116;Madrid;;;;;;España;26/01/1960
484;Nombre 464;Calle 464;Madrid;X-1699;;**346117;Madrid;;;;;;España;04/02/1947
485;Nombre 465;Calle 465;VALDEMORO;X-1700;;**346118;Madrid;;;;;;España;04/12/1954
486;Nombre 466;Calle 466;Madrid;X-1701;;**346119;Madrid;;;;;;España;02/09/0195
488;Nombre 467;Calle 467;Madrid;X-1702;28009;**346120;Madrid;;;;;;España;15/08/1944
489;Nombre 468;Calle 468;Alcobendas;X-1703;28108;**346121;Madrid;1;;;;;España;
490;Nombre 469;Calle 469;Madrid;X-1704;28009;**346122;Madrid;;;;;;España;07/04/1966
491;Nombre 470;Calle 470;SANTA CRUZ DE LAS PALMA;X-1705;;**346123;Madrid;;;;;;España;31/05/1982
492;Nombre 471;Calle 471;Madrid;X-1706;28009;**346124;Madrid;;;;;;España;26/12/1978
493;Nombre 472;Calle 472;Madrid;X-1707;28009;**346125;Madrid;;;;;;España;13/10/1984
494;Nombre 473;Calle 473;Madrid;X-1708;28009;**346126;Madrid;;;;;;España;14/05/1957
495;Nombre 474;Calle 474;Madrid;X-1709;28009;**346127;Madrid;;;;;;España;18/07/1970
496;Nombre 475;Calle 475;BETERA;X-1710;;**346128;VALENCIA;;;;;;España;01/06/1954
497;Nombre 476;Calle 476;Madrid;X-1711;;**346129;MADRID;;;;;;España;14/04/1962
498;Nombre 477;Calle 477;Madrid;X-1712;28009;**346130;Madrid;;;;;;España;01/02/1965
499;Nombre 478;Calle 478;Fuenlabrada;X-1713;;**346131;Madrid;;;;;;España;
500;Nombre 479;Calle 479;Madrid;X-1714;;**346132;Madrid;;;;;;España;05/03/1968
501;Nombre 480;Calle 480;SOPELANA;X-1715;;**346133;VIZCAYA;;;;;;España;
502;Nombre 481;Calle 481;Madrid;X-1716;;**346134;Madrid;;;;;;España;17/10/1935
503;Nombre 482;Calle 482;Madrid;X-1717;28009;**346135;Madrid;;;;;;España;25/02/1965
504;Nombre 483;Calle 483;Burjassot;X-1718;;**346136;Valencia;;;;;;España;10/11/1968
505;Nombre 484;Calle 484;Madrid;X-1719;28009;**346137;Madrid;;;;;;España;26/05/1963
506;Nombre 485;Calle 485;ILLESCAS;X-1720;;**346138;TOLEDO;;;;;;España;28/02/1979
507;Nombre 486;Calle 486;MURCIA;X-1721;;**346139;MURCIA;;;;;;España;23/02/1984
508;Nombre 487;Calle 487;MURCIA;X-1722;;**346140;MURCIA;;;;;;España;08/01/1985
509;Nombre 488;Calle 488;Madrid;X-1723;;**346141;Madrid;;;;;;España;24/04/1961
510;Nombre 489;Calle 489;;X-1724;;**346142;;;;;;;España;19/02/1983
511;Nombre 490;Calle 490;Madrid;X-1725;28009;**346143;Madrid;;;;;;España;30/10/1974
512;Nombre 491;Calle 491;Escalona;X-1726;;**346144;Toledo;;;;;;España;03/02/1949
513;Nombre 492;Calle 492;Algaida;X-1727;;**346145;ILLES BALEARS;;;;;;España;19/07/1972
514;Nombre 493;Calle 493;Valdemoro;X-1728;;**346146;Madrid;;;;;;España;19/10/1966
515;Nombre 494;Calle 494;Madrid;X-1729;;**346147;Madrid;;;;;;España;28/07/1964
516;Nombre 495;Calle 495;Mostoles;X-1730;;**346148;Madrid;;;;;;España;06/11/1963
517;Nombre 496;Calle 496;Estela;X-1731;;**346149;Navarra;;;;;;España;23/04/1959
518;Nombre 497;Calle 497;VALENCIA;X-1732;;**346150;Valencia;;;;;;España;19/11/1974
519;Nombre 498;Calle 498;Madrid;X-1733;28009;**346151;ALCALA DE HENARES;;;;;;España;11/07/1984
520;Nombre 499;Calle 499;Barcelona;X-1734;;**346152;Barcelona;;;;;;España;22/03/1949
521;Nombre 500;Calle 500;CORRAL DE ALMAGUER;X-1735;;**346153;TOLEDO;;;;;;España;31/01/1979
522;Nombre 501;Calle 501;Alcalá de Henares;X-1736;;**346154;Madrid;;;;;;España;23/10/1977
523;Nombre 502;Calle 502;VILANOVA I LA GELTRU;X-1737;;**346155;BARCELONA;;;;;;España;23/06/1962
524;Nombre 503;Calle 503;Madrid;X-1738;28009;**346156;Madrid;;;;;;España;30/09/1975
525;Nombre 504;Calle 504;Madrid;X-1739;28009;**346157;Madrid;;;;;;España;25/01/1973
526;Nombre 505;Calle 505;MOLINS DE REI;X-1740;;**346158;BARCELONA;;;;;;España;15/04/1950
527;Nombre 506;Calle 506;BEGUES;X-1741;;**346159;BARCELONA;;;;;;España;22/04/1949
528;Nombre 507;Calle 507;MOLINS DE REI;X-1742;;**346160;BARCELONA;;;;;;España;28/12/1952
529;Nombre 508;Calle 508;GUIPUZCOA;X-1743;;**346161;GUIPUZCOA;;;;;;España;23/06/1970
530;Nombre 509;Calle 509;Valencia;X-1744;;**346162;Valencia;;;;;;España;17/07/1965
531;Nombre 510;Calle 510;Valencia;X-1745;;**346163;Valencia;;;;;;España;09/06/1955
532;Nombre 511;Calle 511;SEGOVIA;X-1746;;**346164;SEGOVIA;;;;;;España;30/04/1957
533;Nombre 512;Calle 512; Segovia;X-1747;;**346165;Segovia;;;;;;España;29/01/1955
534;Nombre 513;Calle 513;CIUDAD REAL;X-1748;;**346166;CALZADA DE CALATRAVA;;;;;;España;25/09/1969
535;Nombre 514;Calle 514;Madrid;X-1749;28009;**346167;Mostoles;;;;;;España;27/07/1974
536;Nombre 515;Calle 515;Arganda Del Rey;X-1750;;**346168;Madrid;;;;;;España;19/06/1944
537;Nombre 516;Calle 516;Basuri;X-1751;;**346169;Vizcaya;;;;;;España;01/01/1964
538;Nombre 517;Calle 517;Madrid;X-1752;28009;**346170;Madrid;;;;;;España;
539;Nombre 518;Calle 518;Madrid;X-1753;;**346171;Madrid;;;;;;España;19/02/1978
540;Nombre 519;Calle 519;Alcazar De San Juan;X-1754;;**346172;Ciudad Real;;;;;;España;
541;Nombre 520;Calle 520;Madrid;X-1755;28009;**346173;Madrid;;;;;;España;19/06/1972
542;Nombre 521;Calle 521;Zaragoza;X-1756;;**346174;Zaragoza;;;;;;España;
543;Nombre 522;Calle 522;PEÑARANDA DE BRAMONTE;X-1757;;**346175;SALAMANCA;;;;;;España;13/03/1946
544;Nombre 523;Calle 523;Horche;X-1758;;**346176;Guadalajara;;;;;;España;23/06/1960
545;Nombre 524;Calle 524;SALAMANCA;X-1759;;**346177;SALAMANCA;;;;;;España;09/11/1960
546;Nombre 525;Calle 525;Madrid;X-1760;;**346178;Madrid;;;;;;España;27/08/1965
547;Nombre 526;Calle 526;Ciudad Real;X-1761;;**346179;Daimiel;;;;;;España;16/05/1977
548;Nombre 527;Calle 527;SAMANO -CASTRO- URDIALES;X-1762;;**346180;Cantabria;;;;;;España;20/05/1953
549;Nombre 528;Calle 528;Madrid;X-1763;;**346181;Madrid;;;;;;España;29/12/1956
550;Nombre 529;Calle 529;Madrid;X-1764;;**346182;MADRID;;;;;;España;
551;Nombre 530;Calle 530;Madrid;X-1765;28009;**346183;Madrid;;;;;;España;
552;Nombre 531;Calle 531;Madrid;X-1766;28016;**346184;MADRID;;;;;;España;
553;Nombre 532;Calle 532;Madrid;X-1767;28009;**346185;Madrid;;;;;;España;24/03/1975
554;Nombre 533;Calle 533;Betera;X-1768;;**346186;Valencia;;;;;;España;01/06/1954
555;Nombre 534;Calle 534;Madrid;X-1769;28009;**346187;Madrid;;;;;;España;18/07/1970
556;Nombre 535;Calle 535;Madrid;X-1770;28009;**346188;Madrid;;;;;;España;13/10/1984
557;Nombre 536;Calle 536;Madrid;X-1771;28009;**346189;Madrid;;;;;;España;14/05/1957
558;Nombre 537;Calle 537;SANTA CRUZ DE LA PALMA;X-1772;;**346190;SANTA CRUZ TENERIFE;;;;;;España;31/05/1982
559;Nombre 538;Calle 538;Madrid;X-1773;28009;**346191;Madrid;;;;;;España;07/04/1966
560;Nombre 539;Calle 539;SAN SEBASTIAN DE LOS REYES;X-1774;20014;**346192;Madrid;;;;;;España;26/12/1978
561;Nombre 540;Calle 540;Madrid;X-1775;28009;**346193;Madrid;;;;;;España;13/09/1980
562;Nombre 541;Calle 541;AlFARRAS;X-1776;;**346194;LLEIDA;;;;;;España;07/08/1958
563;Nombre 542;Calle 542;Madrid;X-1777;28009;**346195;Madrid;;;;;;España;
564;Nombre 543;Calle 543;SEGOVIOA;X-1778;;**346196;SEGOVIA;;;;;;España;02/01/1925
565;Nombre 544;Calle 544;;X-1779;;**346197;;;;;;;España;
566;Nombre 545;Calle 545;Maracena;X-1780;;**346198;Granada;;;;;;España;14/08/1953
567;Nombre 546;Calle 546;Donostia- San Sebastian;X-1781;;**346199;Guipuzcua;;;;;;España;12/12/1966
568;Nombre 547;Calle 547;SAN FERNANDO  DE HENARES;X-1782;;**346200;Madrid;;;;;;España;06/05/1957
569;Nombre 548;Calle 548;Madrid;X-1783;28009;**346201;Madrid;;;;;;;29/07/1987
570;Nombre 549;Calle 549;Cabanillas del Campo;X-1784;;**346202;Guadalajara;;;;;;España;22/06/1949
571;Nombre 550;Calle 550;Zaragoza;X-1785;;**346203;Zaragoza;;;;;;España;02/09/1979
572;Nombre 551;Calle 551;Cabanillas del campo;X-1786;;**346204;Guadalajara;;;;;;España;22/06/1949
573;Nombre 552;Calle 552;Puerto de santa Maria;X-1787;;**346205;Cadiz;;;;;;España;29/07/1964
574;Nombre 553;Calle 553;Barcelona;X-1788;;**346206;Barcelona;;;;;;España;15/07/1963
575;Nombre 554;Calle 554;Madrid;X-1789;28009;**346207;Madrid;;;;;;España;04/01/1945
576;Nombre 555;Calle 555;Madrid;X-1790;28009;**346208;Madrid;;;;;;España;03/09/1966
577;Nombre 556;Calle 556;Madrid;X-1791;28009;**346209;Madrid;;;;;;España;07/05/1953
